#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
       26152     1.59314     1.67279 0.000591868
       26153     1.59873     1.67279 0.000591852
       26154     1.60444     1.67279 0.000591835
       26155     1.61027     1.67279 0.000591817
       26156     1.61618     1.67278 0.000591798
       26157     1.62218     1.67278 0.000591779
       26158     1.62824     1.67278 0.000591759
       26159     1.63434     1.67278 0.000591738
       26160     1.64047     1.67278 0.000591717
       26161     1.64662     1.67278 0.000591695
       26162     1.65276     1.67278 0.000591673
       26163     1.65888     1.67278  0.00059165
       26164     1.66496     1.67278 0.000591628
       26165       1.671     1.67278 0.000591605
       26166     1.67697     1.67278 0.000591583
       26167     1.68285     1.67278  0.00059156
       26168     1.68865     1.67278 0.000591538
       26169     1.69435     1.67278 0.000591516
       26170     1.69994     1.67278 0.000591494
       26171     1.70541     1.67278 0.000591473
       26172     1.71076     1.67278 0.000591452
       26173     1.71599     1.67278 0.000591432
       26174      1.7211     1.67278 0.000591412
       26175     1.72607     1.67279 0.000591393
       26176     1.73093     1.67279 0.000591375
       26177     1.73567     1.67279 0.000591357
       26178      1.7403     1.67279  0.00059134
       26179     1.74482      1.6728 0.000591324
       26180     1.74924      1.6728 0.000591308
       26181     1.75356      1.6728 0.000591294
       26182      1.7578     1.67281  0.00059128
       26183     1.76196     1.67281 0.000591267
       26184     1.76605     1.67281 0.000591255
       26185     1.77008     1.67282 0.000591245
       26186     1.77405     1.67282 0.000591235
       26187     1.77797     1.67282 0.000591226
       26188     1.78184     1.67283 0.000591218
       26189     1.78567     1.67283 0.000591211
       26190     1.78945     1.67284 0.000591205
       26191     1.79319     1.67284   0.0005912
       26192     1.79688     1.67285 0.000591197
       26193     1.80053     1.67285 0.000591194
       26194     1.80412     1.67286 0.000591193
       26195     1.80765     1.67286 0.000591193
       26196     1.81112     1.67287 0.000591194
       26197     1.81452     1.67287 0.000591196
       26198     1.81783     1.67288 0.000591199
       26199     1.82106     1.67288 0.000591204
       26200     1.82418     1.67289 0.000591209
       26201     1.82719     1.67289 0.000591216
       26202     1.83008      1.6729 0.000591224
       26203     1.83283     1.67291 0.000591233
       26204     1.83544     1.67291 0.000591243
       26205     1.83789     1.67292 0.000591254
       26206     1.84017     1.67293 0.000591266
       26207     1.84227     1.67293 0.000591279
       26208     1.84417     1.67294 0.000591292
       26209     1.84587     1.67295 0.000591306
       26210     1.84735     1.67295 0.000591321
       26211     1.84861     1.67296 0.000591337
       26212     1.84963     1.67297 0.000591352
       26213     1.85041     1.67297 0.000591369
       26214     1.85093     1.67298 0.000591385
       26215      1.8512     1.67299 0.000591402
       26216     1.85121     1.67299 0.000591418
       26217     1.85095       1.673 0.000591434
       26218     1.85042     1.67301 0.000591451
       26219     1.84962     1.67301 0.000591466
       26220     1.84854     1.67302 0.000591482
       26221     1.84718     1.67303 0.000591496
       26222     1.84556     1.67303 0.000591511
       26223     1.84368     1.67304 0.000591524
       26224     1.84153     1.67305 0.000591536
       26225     1.83913     1.67305 0.000591547
       26226     1.83649     1.67306 0.000591558
       26227     1.83362     1.67306 0.000591567
       26228     1.83052     1.67307 0.000591575
       26229     1.82721     1.67308 0.000591581
       26230      1.8237     1.67308 0.000591587
       26231     1.82002     1.67309 0.000591591
       26232     1.81617     1.67309 0.000591593
       26233     1.81218      1.6731 0.000591594
       26234     1.80807      1.6731 0.000591594
       26235     1.80385     1.67311 0.000591593
       26236     1.79955     1.67311  0.00059159
       26237     1.79518     1.67312 0.000591586
       26238     1.79078     1.67312  0.00059158
       26239     1.78636     1.67313 0.000591573
       26240     1.78195     1.67313 0.000591565
       26241     1.77757     1.67314 0.000591556
       26242     1.77326     1.67314 0.000591546
       26243     1.76904     1.67314 0.000591535
       26244     1.76492     1.67315 0.000591522
       26245     1.76095     1.67315 0.000591509
       26246     1.75714     1.67315 0.000591495
       26247     1.75351     1.67316 0.000591481
       26248     1.75009     1.67316 0.000591465
       26249     1.74689     1.67316  0.00059145
       26250     1.74395     1.67316 0.000591433
       26251     1.74127     1.67317 0.000591416
       26252     1.73886     1.67317 0.000591399
       26253     1.73675     1.67317 0.000591382
       26254     1.73492     1.67317 0.000591364
       26255     1.73339     1.67318 0.000591346
       26256     1.73216     1.67318 0.000591327
       26257     1.73123     1.67318 0.000591309
       26258     1.73058     1.67318 0.000591291
       26259      1.7302     1.67319 0.000591272
       26260     1.73008     1.67319 0.000591253
       26261     1.73021     1.67319 0.000591235
       26262     1.73056     1.67319 0.000591216
       26263     1.73111     1.67319 0.000591198
       26264     1.73183      1.6732  0.00059118
       26265     1.73271      1.6732 0.000591162
       26266      1.7337      1.6732 0.000591144
       26267     1.73478      1.6732 0.000591126
       26268     1.73592     1.67321 0.000591108
       26269     1.73709     1.67321 0.000591091
       26270     1.73828     1.67321 0.000591073
       26271     1.73945     1.67321 0.000591056
       26272     1.74058     1.67322 0.000591039
       26273     1.74165     1.67322 0.000591022
       26274     1.74264     1.67322 0.000591006
       26275     1.74354     1.67322 0.000590989
       26276     1.74433     1.67323 0.000590973
       26277     1.74501     1.67323 0.000590957
       26278     1.74556     1.67323 0.000590941
       26279     1.74598     1.67323 0.000590925
       26280     1.74627     1.67324 0.000590909
       26281     1.74643     1.67324 0.000590893
       26282     1.74646     1.67324 0.000590877
       26283     1.74638     1.67325 0.000590861
       26284     1.74619     1.67325 0.000590845
       26285     1.74589     1.67325 0.000590829
       26286      1.7455     1.67325 0.000590813
       26287     1.74502     1.67326 0.000590797
       26288     1.74448     1.67326 0.000590781
       26289     1.74387     1.67326 0.000590764
       26290     1.74321     1.67326 0.000590748
       26291      1.7425     1.67327 0.000590731
       26292     1.74176     1.67327 0.000590714
       26293     1.74098     1.67327 0.000590698
       26294     1.74018     1.67327 0.000590681
       26295     1.73935     1.67328 0.000590664
       26296     1.73849     1.67328 0.000590646
       26297      1.7376     1.67328 0.000590629
       26298     1.73666     1.67328 0.000590611
       26299     1.73567     1.67329 0.000590594
       26300     1.73461     1.67329 0.000590576
       26301     1.73347     1.67329 0.000590558
       26302     1.73224     1.67329  0.00059054
       26303      1.7309      1.6733 0.000590521
       26304     1.72943      1.6733 0.000590503
       26305     1.72782      1.6733 0.000590484
       26306     1.72604      1.6733 0.000590465
       26307     1.72409      1.6733 0.000590445
       26308     1.72193     1.67331 0.000590426
       26309     1.71958     1.67331 0.000590406
       26310     1.71701     1.67331 0.000590386
       26311     1.71423     1.67331 0.000590366
       26312     1.71123     1.67331 0.000590345
       26313     1.70803     1.67331 0.000590324
       26314     1.70464     1.67331 0.000590303
       26315     1.70107     1.67332 0.000590281
       26316     1.69736     1.67332 0.000590259
       26317     1.69352     1.67332 0.000590238
       26318     1.68961     1.67332 0.000590215
       26319     1.68566     1.67332 0.000590193
       26320     1.68172     1.67332 0.000590171
       26321     1.67783     1.67332 0.000590148
       26322     1.67404     1.67332 0.000590126
       26323     1.67041     1.67332 0.000590104
       26324     1.66696     1.67332 0.000590081
       26325     1.66375     1.67332 0.000590059
       26326      1.6608     1.67332 0.000590037
       26327     1.65814     1.67332 0.000590015
       26328     1.65578     1.67332 0.000589993
       26329     1.65375     1.67332 0.000589971
       26330     1.65202     1.67332 0.000589949
       26331      1.6506     1.67331 0.000589927
       26332     1.64947     1.67331 0.000589905
       26333      1.6486     1.67331 0.000589884
       26334     1.64795     1.67331 0.000589862
       26335      1.6475     1.67331  0.00058984
       26336     1.64721     1.67331 0.000589819
       26337     1.64703     1.67331 0.000589797
       26338     1.64694     1.67331 0.000589776
       26339     1.64688     1.67331 0.000589754
       26340     1.64684     1.67331 0.000589733
       26341     1.64677      1.6733 0.000589711
       26342     1.64665      1.6733  0.00058969
       26343     1.64647      1.6733 0.000589668
       26344     1.64619      1.6733 0.000589647
       26345     1.64582      1.6733 0.000589625
       26346     1.64533      1.6733 0.000589604
       26347     1.64473      1.6733 0.000589582
       26348     1.64401      1.6733 0.000589561
       26349     1.64318      1.6733  0.00058954
       26350     1.64225     1.67329 0.000589519
       26351     1.64122     1.67329 0.000589498
       26352     1.64011     1.67329 0.000589476
       26353     1.63893     1.67329 0.000589456
       26354     1.63771     1.67329 0.000589435
       26355     1.63646     1.67329 0.000589414
       26356     1.63522     1.67329 0.000589393
       26357       1.634     1.67329 0.000589373
       26358     1.63284     1.67328 0.000589353
       26359     1.63177     1.67328 0.000589332
       26360     1.63081     1.67328 0.000589312
       26361        1.63     1.67328 0.000589292
       26362     1.62938     1.67328 0.000589272
       26363     1.62897     1.67328 0.000589252
       26364     1.62881     1.67327 0.000589232
       26365     1.62893     1.67327 0.000589212
       26366     1.62935     1.67327 0.000589192
       26367      1.6301     1.67327 0.000589172
       26368      1.6312     1.67327 0.000589152
       26369     1.63267     1.67327 0.000589132
       26370     1.63452     1.67326 0.000589111
       26371     1.63675     1.67326  0.00058909
       26372     1.63939     1.67326  0.00058907
       26373     1.64241     1.67326 0.000589048
       26374     1.64581     1.67326 0.000589027
       26375     1.64959     1.67326 0.000589005
       26376     1.65373     1.67326 0.000588983
       26377      1.6582     1.67326 0.000588961
       26378     1.66297     1.67326 0.000588939
       26379     1.66801     1.67326 0.000588917
       26380     1.67329     1.67326 0.000588895
       26381     1.67878     1.67326 0.000588872
       26382     1.68442     1.67326  0.00058885
       26383     1.69019     1.67326 0.000588828
       26384     1.69604     1.67326 0.000588806
       26385     1.70193     1.67326 0.000588785
       26386     1.70783     1.67326 0.000588764
       26387     1.71368     1.67326 0.000588744
       26388     1.71947     1.67326 0.000588724
       26389     1.72515     1.67327 0.000588705
       26390     1.73069     1.67327 0.000588687
       26391     1.73606     1.67327 0.000588669
       26392     1.74124     1.67327 0.000588653
       26393      1.7462     1.67328 0.000588637
       26394     1.75093     1.67328 0.000588622
       26395      1.7554     1.67328 0.000588608
       26396      1.7596     1.67329 0.000588595
       26397     1.76352     1.67329 0.000588582
       26398     1.76714     1.67329 0.000588571
       26399     1.77047      1.6733  0.00058856
       26400     1.77349      1.6733  0.00058855
       26401     1.77619      1.6733 0.000588541
       26402     1.77859     1.67331 0.000588532
       26403     1.78067     1.67331 0.000588524
       26404     1.78243     1.67332 0.000588516
       26405     1.78388     1.67332 0.000588508
       26406     1.78502     1.67332 0.000588501
       26407     1.78585     1.67333 0.000588494
       26408     1.78638     1.67333 0.000588488
       26409     1.78661     1.67334 0.000588481
       26410     1.78654     1.67334 0.000588474
       26411     1.78619     1.67335 0.000588468
       26412     1.78555     1.67335 0.000588461
       26413     1.78463     1.67335 0.000588453
       26414     1.78344     1.67336 0.000588446
       26415       1.782     1.67336 0.000588438
       26416      1.7803     1.67337  0.00058843
       26417     1.77836     1.67337 0.000588421
       26418     1.77618     1.67337 0.000588411
       26419     1.77379     1.67338 0.000588401
       26420      1.7712     1.67338 0.000588391
       26421     1.76842     1.67339  0.00058838
       26422     1.76547     1.67339 0.000588368
       26423     1.76238     1.67339 0.000588355
       26424     1.75915      1.6734 0.000588342
       26425     1.75581      1.6734 0.000588328
       26426     1.75239      1.6734 0.000588313
       26427     1.74889     1.67341 0.000588298
       26428     1.74535     1.67341 0.000588282
       26429     1.74179     1.67341 0.000588265
       26430     1.73823     1.67341 0.000588248
       26431     1.73468     1.67342  0.00058823
       26432     1.73117     1.67342 0.000588212
       26433     1.72773     1.67342 0.000588193
       26434     1.72436     1.67342 0.000588174
       26435     1.72109     1.67342 0.000588155
       26436     1.71792     1.67342 0.000588135
       26437     1.71489     1.67343 0.000588115
       26438     1.71199     1.67343 0.000588094
       26439     1.70924     1.67343 0.000588074
       26440     1.70665     1.67343 0.000588053
       26441     1.70422     1.67343 0.000588032
       26442     1.70196     1.67343 0.000588011
       26443     1.69986     1.67343 0.000587989
       26444     1.69794     1.67343 0.000587968
       26445     1.69618     1.67344 0.000587946
       26446      1.6946     1.67344 0.000587924
       26447     1.69318     1.67344 0.000587903
       26448     1.69192     1.67344 0.000587881
       26449     1.69083     1.67344 0.000587859
       26450     1.68989     1.67344 0.000587837
       26451      1.6891     1.67344 0.000587815
       26452     1.68845     1.67344 0.000587793
       26453     1.68795     1.67344 0.000587771
       26454     1.68757     1.67344 0.000587749
       26455     1.68731     1.67344 0.000587727
       26456     1.68716     1.67344 0.000587705
       26457     1.68711     1.67344 0.000587683
       26458     1.68714     1.67344 0.000587661
       26459     1.68724     1.67344 0.000587639
       26460     1.68739     1.67344 0.000587617
       26461     1.68758     1.67344 0.000587595
       26462     1.68779     1.67345 0.000587573
       26463     1.68801     1.67345 0.000587551
       26464     1.68821     1.67345 0.000587529
       26465     1.68838     1.67345 0.000587508
       26466     1.68851     1.67345 0.000587486
       26467     1.68857     1.67345 0.000587464
       26468     1.68856     1.67345 0.000587442
       26469     1.68845     1.67345  0.00058742
       26470     1.68825     1.67345 0.000587398
       26471     1.68795     1.67345 0.000587376
       26472     1.68754     1.67345 0.000587354
       26473     1.68702     1.67345 0.000587332
       26474      1.6864     1.67345  0.00058731
       26475     1.68569     1.67345 0.000587288
       26476      1.6849     1.67345 0.000587266
       26477     1.68405     1.67345 0.000587244
       26478     1.68317     1.67345 0.000587222
       26479     1.68228     1.67345   0.0005872
       26480     1.68141     1.67345 0.000587178
       26481      1.6806     1.67345 0.000587156
       26482     1.67989     1.67345 0.000587134
       26483     1.67931     1.67346 0.000587111
       26484     1.67892     1.67346 0.000587089
       26485     1.67874     1.67346 0.000587067
       26486     1.67881     1.67346 0.000587045
       26487     1.67917     1.67346 0.000587023
       26488     1.67985     1.67346 0.000587001
       26489     1.68087     1.67346 0.000586979
       26490     1.68225     1.67346 0.000586957
       26491       1.684     1.67346 0.000586935
       26492     1.68611     1.67346 0.000586913
       26493     1.68857     1.67346 0.000586891
       26494     1.69137     1.67346 0.000586869
       26495     1.69448     1.67346 0.000586847
       26496     1.69787     1.67346 0.000586826
       26497     1.70149     1.67346 0.000586805
       26498     1.70531     1.67346 0.000586784
       26499     1.70928     1.67346 0.000586763
       26500     1.71334     1.67347 0.000586743
       26501     1.71744     1.67347 0.000586723
       26502     1.72153     1.67347 0.000586704
       26503     1.72556     1.67347 0.000586685
       26504     1.72949     1.67347 0.000586667
       26505     1.73326     1.67348 0.000586649
       26506     1.73685     1.67348 0.000586632
       26507     1.74022     1.67348 0.000586615
       26508     1.74334     1.67348 0.000586599
       26509     1.74619     1.67349 0.000586583
       26510     1.74875     1.67349 0.000586568
       26511     1.75102     1.67349 0.000586553
       26512     1.75299     1.67349 0.000586539
       26513     1.75466      1.6735 0.000586524
       26514     1.75604      1.6735 0.000586511
       26515     1.75715      1.6735 0.000586497
       26516       1.758     1.67351 0.000586483
       26517     1.75861     1.67351  0.00058647
       26518     1.75902     1.67351 0.000586457
       26519     1.75924     1.67352 0.000586444
       26520     1.75932     1.67352  0.00058643
       26521     1.75929     1.67352 0.000586417
       26522     1.75918     1.67353 0.000586404
       26523     1.75905     1.67353 0.000586391
       26524     1.75893     1.67353 0.000586378
       26525     1.75886     1.67354 0.000586364
       26526      1.7589     1.67354 0.000586351
       26527     1.75907     1.67354 0.000586338
       26528     1.75941     1.67355 0.000586325
       26529     1.75997     1.67355 0.000586312
       26530     1.76077     1.67355 0.000586299
       26531     1.76184     1.67356 0.000586286
       26532      1.7632     1.67356 0.000586274
       26533     1.76486     1.67356 0.000586262
       26534     1.76684     1.67357  0.00058625
       26535     1.76913     1.67357 0.000586239
       26536     1.77174     1.67357 0.000586229
       26537     1.77464     1.67358 0.000586219
       26538     1.77782     1.67358  0.00058621
       26539     1.78126     1.67359 0.000586202
       26540     1.78492     1.67359 0.000586195
       26541     1.78877     1.67359 0.000586189
       26542     1.79276      1.6736 0.000586184
       26543     1.79686      1.6736  0.00058618
       26544     1.80101     1.67361 0.000586178
       26545     1.80517     1.67361 0.000586177
       26546     1.80929     1.67362 0.000586177
       26547     1.81331     1.67362 0.000586178
       26548     1.81718     1.67363 0.000586181
       26549     1.82087     1.67363 0.000586185
       26550     1.82431     1.67364 0.000586191
       26551     1.82747     1.67365 0.000586197
       26552      1.8303     1.67365 0.000586205
       26553     1.83277     1.67366 0.000586214
       26554     1.83484     1.67366 0.000586223
       26555     1.83647     1.67367 0.000586233
       26556     1.83764     1.67368 0.000586243
       26557     1.83832     1.67368 0.000586254
       26558     1.83849     1.67369 0.000586265
       26559     1.83813     1.67369 0.000586275
       26560     1.83722      1.6737 0.000586286
       26561     1.83575     1.67371 0.000586295
       26562     1.83372     1.67371 0.000586304
       26563     1.83112     1.67372 0.000586312
       26564     1.82794     1.67372 0.000586319
       26565      1.8242     1.67373 0.000586324
       26566      1.8199     1.67374 0.000586328
       26567     1.81504     1.67374  0.00058633
       26568     1.80966     1.67375  0.00058633
       26569     1.80375     1.67375 0.000586328
       26570     1.79736     1.67376 0.000586325
       26571     1.79049     1.67376 0.000586319
       26572     1.78319     1.67376 0.000586312
       26573     1.77548     1.67377 0.000586302
       26574     1.76741     1.67377 0.000586291
       26575       1.759     1.67377 0.000586277
       26576     1.75032     1.67378 0.000586262
       26577     1.74139     1.67378 0.000586246
       26578     1.73227     1.67378 0.000586228
       26579     1.72302     1.67378 0.000586209
       26580     1.71367     1.67379 0.000586189
       26581     1.70428     1.67379 0.000586168
       26582     1.69489     1.67379 0.000586146
       26583     1.68557     1.67379 0.000586124
       26584     1.67634     1.67379 0.000586102
       26585     1.66727     1.67379  0.00058608
       26586     1.65838     1.67379 0.000586058
       26587     1.64973     1.67379 0.000586037
       26588     1.64134     1.67378 0.000586016
       26589     1.63325     1.67378 0.000585996
       26590     1.62548     1.67378 0.000585977
       26591     1.61806     1.67378 0.000585959
       26592     1.61101     1.67378 0.000585941
       26593     1.60433     1.67377 0.000585925
       26594     1.59804     1.67377  0.00058591
       26595     1.59215     1.67377 0.000585896
       26596     1.58664     1.67377 0.000585883
       26597     1.58153     1.67376 0.000585872
       26598      1.5768     1.67376 0.000585861
       26599     1.57244     1.67375 0.000585851
       26600     1.56844     1.67375 0.000585843
       26601     1.56479     1.67375 0.000585835
       26602     1.56145     1.67374 0.000585828
       26603     1.55843     1.67374 0.000585822
       26604     1.55569     1.67373 0.000585817
       26605     1.55322     1.67373 0.000585812
       26606     1.55099     1.67372 0.000585808
       26607     1.54899     1.67372 0.000585805
       26608     1.54719     1.67371 0.000585803
       26609     1.54557     1.67371   0.0005858
       26610     1.54412      1.6737 0.000585799
       26611     1.54281      1.6737 0.000585797
       26612     1.54163      1.6737 0.000585796
       26613     1.54055     1.67369 0.000585796
       26614     1.53958     1.67369 0.000585795
       26615     1.53868     1.67368 0.000585795
       26616     1.53785     1.67367 0.000585795
       26617     1.53708     1.67367 0.000585796
       26618     1.53635     1.67366 0.000585797
       26619     1.53566     1.67366 0.000585797
       26620     1.53501     1.67365 0.000585799
       26621     1.53439     1.67365   0.0005858
       26622      1.5338     1.67364 0.000585802
       26623     1.53323     1.67364 0.000585803
       26624     1.53269     1.67363 0.000585805
       26625     1.53218     1.67363 0.000585807
       26626      1.5317     1.67362  0.00058581
       26627     1.53127     1.67362 0.000585812
       26628     1.53089     1.67361 0.000585814
       26629     1.53056     1.67361 0.000585817
       26630     1.53031      1.6736  0.00058582
       26631     1.53014      1.6736 0.000585823
       26632     1.53007     1.67359 0.000585825
       26633      1.5301     1.67358 0.000585828
       26634     1.53026     1.67358 0.000585831
       26635     1.53056     1.67357 0.000585833
       26636     1.53102     1.67357 0.000585836
       26637     1.53164     1.67356 0.000585838
       26638     1.53245     1.67356  0.00058584
       26639     1.53346     1.67355 0.000585842
       26640     1.53467     1.67355 0.000585843
       26641     1.53612     1.67354 0.000585844
       26642      1.5378     1.67354 0.000585844
       26643     1.53972     1.67353 0.000585843
       26644     1.54189     1.67353 0.000585842
       26645     1.54432     1.67352  0.00058584
       26646     1.54701     1.67352 0.000585838
       26647     1.54995     1.67351 0.000585834
       26648     1.55313     1.67351 0.000585829
       26649     1.55656      1.6735 0.000585824
       26650     1.56022      1.6735 0.000585817
       26651     1.56409      1.6735  0.00058581
       26652     1.56816     1.67349 0.000585801
       26653     1.57241     1.67349 0.000585791
       26654     1.57682     1.67348 0.000585781
       26655     1.58136     1.67348 0.000585769
       26656       1.586     1.67348 0.000585756
       26657     1.59072     1.67347 0.000585742
       26658     1.59548     1.67347 0.000585728
       26659     1.60026     1.67347 0.000585712
       26660     1.60502     1.67347 0.000585696
       26661     1.60973     1.67346 0.000585679
       26662     1.61434     1.67346 0.000585661
       26663     1.61884     1.67346 0.000585642
       26664     1.62318     1.67346 0.000585623
       26665     1.62734     1.67346 0.000585604
       26666     1.63129     1.67345 0.000585584
       26667     1.63499     1.67345 0.000585564
       26668     1.63842     1.67345 0.000585544
       26669     1.64155     1.67345 0.000585523
       26670     1.64436     1.67345 0.000585502
       26671     1.64684     1.67345 0.000585481
       26672     1.64896     1.67345  0.00058546
       26673     1.65071     1.67345 0.000585438
       26674      1.6521     1.67345 0.000585417
       26675      1.6531     1.67345 0.000585395
       26676     1.65372     1.67344 0.000585374
       26677     1.65395     1.67344 0.000585352
       26678     1.65382     1.67344 0.000585331
       26679     1.65331     1.67344 0.000585309
       26680     1.65244     1.67344 0.000585288
       26681     1.65122     1.67344 0.000585267
       26682     1.64967     1.67344 0.000585245
       26683      1.6478     1.67344 0.000585224
       26684     1.64564     1.67344 0.000585203
       26685      1.6432     1.67344 0.000585183
       26686      1.6405     1.67344 0.000585162
       26687     1.63756     1.67343 0.000585141
       26688     1.63442     1.67343 0.000585121
       26689     1.63108     1.67343 0.000585102
       26690     1.62758     1.67343 0.000585082
       26691     1.62393     1.67343 0.000585063
       26692     1.62016     1.67343 0.000585045
       26693     1.61628     1.67342 0.000585027
       26694     1.61232     1.67342 0.000585009
       26695      1.6083     1.67342 0.000584992
       26696     1.60423     1.67342 0.000584976
       26697     1.60012     1.67341 0.000584961
       26698     1.59601     1.67341 0.000584946
       26699     1.59188     1.67341 0.000584932
       26700     1.58777      1.6734 0.000584919
       26701     1.58367      1.6734 0.000584907
       26702      1.5796      1.6734 0.000584895
       26703     1.57557     1.67339 0.000584885
       26704     1.57159     1.67339 0.000584876
       26705     1.56766     1.67339 0.000584867
       26706     1.56378     1.67338  0.00058486
       26707     1.55998     1.67338 0.000584853
       26708     1.55625     1.67337 0.000584848
       26709      1.5526     1.67337 0.000584843
       26710     1.54903     1.67336  0.00058484
       26711     1.54556     1.67336 0.000584837
       26712     1.54219     1.67335 0.000584836
       26713     1.53893     1.67335 0.000584836
       26714     1.53579     1.67334 0.000584837
       26715     1.53277     1.67334 0.000584839
       26716     1.52988     1.67333 0.000584841
       26717     1.52714     1.67333 0.000584845
       26718     1.52454     1.67332  0.00058485
       26719      1.5221     1.67332 0.000584855
       26720     1.51981     1.67331 0.000584861
       26721     1.51769     1.67331 0.000584869
       26722     1.51573      1.6733 0.000584876
       26723     1.51395     1.67329 0.000584885
       26724     1.51233     1.67329 0.000584894
       26725     1.51088     1.67328 0.000584904
       26726     1.50959     1.67328 0.000584914
       26727     1.50847     1.67327 0.000584924
       26728      1.5075     1.67326 0.000584935
       26729     1.50668     1.67326 0.000584947
       26730     1.50601     1.67325 0.000584958
       26731     1.50547     1.67324  0.00058497
       26732     1.50507     1.67324 0.000584982
       26733      1.5048     1.67323 0.000584994
       26734     1.50465     1.67323 0.000585006
       26735     1.50463     1.67322 0.000585018
       26736     1.50472     1.67321  0.00058503
       26737     1.50493     1.67321 0.000585042
       26738     1.50526      1.6732 0.000585054
       26739     1.50572     1.67319 0.000585066
       26740     1.50629     1.67319 0.000585077
       26741     1.50699     1.67318 0.000585088
       26742     1.50784     1.67317 0.000585099
       26743     1.50883     1.67317  0.00058511
       26744     1.50998     1.67316  0.00058512
       26745     1.51129     1.67316 0.000585129
       26746     1.51278     1.67315 0.000585138
       26747     1.51446     1.67314 0.000585146
       26748     1.51635     1.67314 0.000585154
       26749     1.51844     1.67313  0.00058516
       26750     1.52075     1.67313 0.000585166
       26751      1.5233     1.67312 0.000585171
       26752     1.52608     1.67312 0.000585175
       26753      1.5291     1.67311 0.000585178
       26754     1.53236     1.67311  0.00058518
       26755     1.53586      1.6731  0.00058518
       26756      1.5396      1.6731  0.00058518
       26757     1.54356     1.67309 0.000585178
       26758     1.54774     1.67309 0.000585175
       26759     1.55212     1.67308  0.00058517
       26760     1.55669     1.67308 0.000585165
       26761     1.56141     1.67307 0.000585158
       26762     1.56626     1.67307 0.000585149
       26763     1.57122     1.67307  0.00058514
       26764     1.57626     1.67306 0.000585129
       26765     1.58134     1.67306 0.000585117
       26766     1.58645     1.67305 0.000585104
       26767     1.59153     1.67305  0.00058509
       26768     1.59656     1.67305 0.000585076
       26769      1.6015     1.67305  0.00058506
       26770     1.60634     1.67304 0.000585043
       26771     1.61103     1.67304 0.000585026
       26772     1.61556     1.67304 0.000585008
       26773      1.6199     1.67304  0.00058499
       26774     1.62404     1.67304 0.000584971
       26775     1.62797     1.67303 0.000584951
       26776     1.63167     1.67303 0.000584931
       26777     1.63513     1.67303 0.000584911
       26778     1.63836     1.67303 0.000584891
       26779     1.64136     1.67303  0.00058487
       26780     1.64412     1.67303 0.000584849
       26781     1.64666     1.67303 0.000584828
       26782     1.64899     1.67303 0.000584807
       26783     1.65112     1.67302 0.000584786
       26784     1.65307     1.67302 0.000584765
       26785     1.65485     1.67302 0.000584743
       26786     1.65649     1.67302 0.000584722
       26787       1.658     1.67302   0.0005847
       26788      1.6594     1.67302 0.000584678
       26789     1.66072     1.67302 0.000584657
       26790     1.66196     1.67302 0.000584635
       26791     1.66316     1.67302 0.000584613
       26792     1.66433     1.67302 0.000584592
       26793     1.66548     1.67302  0.00058457
       26794     1.66663     1.67302 0.000584548
       26795     1.66779     1.67302 0.000584526
       26796     1.66897     1.67302 0.000584505
       26797     1.67018     1.67302 0.000584483
       26798     1.67144     1.67302 0.000584461
       26799     1.67274     1.67302 0.000584439
       26800     1.67409     1.67302 0.000584417
       26801     1.67549     1.67302 0.000584396
       26802     1.67696     1.67302 0.000584374
       26803     1.67847     1.67302 0.000584352
       26804     1.68004     1.67302  0.00058433
       26805     1.68166     1.67302 0.000584309
       26806     1.68332     1.67302 0.000584287
       26807     1.68503     1.67302 0.000584265
       26808     1.68678     1.67302 0.000584244
       26809     1.68855     1.67302 0.000584222
       26810     1.69035     1.67302 0.000584201
       26811     1.69216     1.67302 0.000584179
       26812     1.69398     1.67302 0.000584158
       26813     1.69579     1.67302 0.000584137
       26814     1.69759     1.67303 0.000584116
       26815     1.69937     1.67303 0.000584095
       26816     1.70111     1.67303 0.000584074
       26817     1.70282     1.67303 0.000584053
       26818     1.70447     1.67303 0.000584033
       26819     1.70606     1.67303 0.000584012
       26820     1.70758     1.67303 0.000583992
       26821     1.70902     1.67303 0.000583972
       26822     1.71036     1.67304 0.000583952
       26823     1.71161     1.67304 0.000583932
       26824     1.71274     1.67304 0.000583912
       26825     1.71375     1.67304 0.000583892
       26826     1.71463     1.67304 0.000583872
       26827     1.71536     1.67304 0.000583853
       26828     1.71595     1.67304 0.000583833
       26829     1.71639     1.67305 0.000583813
       26830     1.71666     1.67305 0.000583794
       26831     1.71677     1.67305 0.000583775
       26832     1.71671     1.67305 0.000583755
       26833     1.71649     1.67305 0.000583736
       26834     1.71609     1.67305 0.000583716
       26835     1.71552     1.67306 0.000583696
       26836     1.71479     1.67306 0.000583677
       26837     1.71391     1.67306 0.000583657
       26838     1.71287     1.67306 0.000583637
       26839     1.71169     1.67306 0.000583617
       26840     1.71037     1.67306 0.000583597
       26841     1.70895     1.67306 0.000583577
       26842     1.70742     1.67307 0.000583556
       26843     1.70581     1.67307 0.000583536
       26844     1.70415     1.67307 0.000583515
       26845     1.70246     1.67307 0.000583495
       26846     1.70076     1.67307 0.000583474
       26847     1.69909     1.67307 0.000583453
       26848     1.69746     1.67307 0.000583432
       26849     1.69591     1.67307 0.000583411
