#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         497       -0.92   -0.917907  0.00290925
         498       -0.92   -0.917912  0.00290341
         499       -0.92   -0.917916   0.0028976
         500       -0.92    -0.91792  0.00289181
         501       -0.84   -0.917764  0.00289021
         502       -0.92   -0.917769  0.00288446
         503       -0.92   -0.917773  0.00287873
         504       -0.92   -0.917778  0.00287302
         505       -0.92   -0.917782  0.00286733
         506       -0.92   -0.917787  0.00286167
         507       -0.92   -0.917791  0.00285603
         508       -0.84   -0.917638  0.00285451
         509       -0.92   -0.917642  0.00284891
         510       -0.92   -0.917647  0.00284332
         511       -0.92   -0.917652  0.00283776
         512       -0.92   -0.917656  0.00283222
         513       -0.84   -0.917505  0.00283075
         514       -0.92    -0.91751  0.00282524
         515       -0.92   -0.917515  0.00281976
         516       -0.92   -0.917519   0.0028143
         517       -0.92   -0.917524  0.00280886
         518       -0.92   -0.917529  0.00280344
         519       -0.92   -0.917534  0.00279805
         520       -0.92   -0.917538  0.00279267
         521       -0.92   -0.917543  0.00278731
         522       -0.92   -0.917548  0.00278198
         523       -0.84     -0.9174  0.00278061
         524       -0.92   -0.917405   0.0027753
         525       -0.92    -0.91741  0.00277002
         526       -0.92   -0.917414  0.00276476
         527       -0.92   -0.917419  0.00275952
         528       -0.92   -0.917424   0.0027543
         529       -0.92   -0.917429  0.00274909
         530       -0.92   -0.917434  0.00274391
         531       -0.92   -0.917439  0.00273875
         532       -0.92   -0.917444   0.0027336
         533       -0.92   -0.917448  0.00272848
         534       -0.92   -0.917453  0.00272337
         535       -0.92   -0.917458  0.00271829
         536       -0.92   -0.917463  0.00271322
         537       -0.92   -0.917467  0.00270817
         538       -0.92   -0.917472  0.00270314
         539       -0.84   -0.917328  0.00270195
         540       -0.92   -0.917333  0.00269695
         541       -0.92   -0.917338  0.00269197
         542       -0.92   -0.917343    0.002687
         543       -0.92   -0.917348  0.00268206
         544       -0.84   -0.917206   0.0026809
         545       -0.84   -0.917064  0.00267972
         546       -0.84   -0.916923  0.00267852
         547       -0.84   -0.916782  0.00267732
         548       -0.84   -0.916642  0.00267609
         549       -0.76   -0.916357  0.00268639
         550       -0.84   -0.916218  0.00268509
         551       -0.84    -0.91608  0.00268378
         552       -0.84   -0.915942  0.00268245
         553       -0.84   -0.915805  0.00268111
         554       -0.84   -0.915668  0.00267976
         555       -0.84   -0.915532   0.0026784
         556       -0.84   -0.915396  0.00267703
         557       -0.84    -0.91526  0.00267564
