#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         148     1.94198     2.02968    0.014987
         149     1.93739     2.02906   0.0148992
         150     1.94273     2.02848    0.014811
         151     1.92736     2.02781    0.014728
         152     1.94491     2.02727   0.0146412
         153     1.98455     2.02699   0.0145482
         154     1.98502     2.02672   0.0144563
         155     2.00693     2.02659   0.0143636
         156      1.9897     2.02635   0.0142734
         157     1.95955     2.02593   0.0141889
         158     2.00079     2.02577      0.0141
         159     2.00048     2.02561   0.0140122
         160     1.98238     2.02534   0.0139272
         161     1.97039       2.025   0.0138449
         162     1.97273     2.02468   0.0137632
         163     1.95164     2.02423    0.013686
         164     1.96199     2.02385   0.0136078
         165     1.96355     2.02348   0.0135303
         166     1.97088     2.02317   0.0134525
         167     1.96122     2.02279    0.013377
         168     1.97042     2.02248   0.0133011
         169       2.002     2.02236   0.0132229
         170     1.97727      2.0221   0.0131478
         171     1.93764      2.0216   0.0130802
         172     1.94404     2.02115   0.0130119
         173     1.98717     2.02095   0.0129382
         174     1.94933     2.02054   0.0128703
         175     1.94272      2.0201   0.0128045
         176      1.9604     2.01976   0.0127362
         177     1.97709     2.01952   0.0126665
         178     1.97761     2.01928   0.0125976
         179     1.93096     2.01879   0.0125369
         180     1.91442     2.01821   0.0124806
         181     1.90341     2.01758   0.0124278
         182     1.91108     2.01699   0.0123732
         183     1.90024     2.01635   0.0123221
         184     1.88094     2.01562   0.0122771
         185     1.88132     2.01489   0.0122321
         186     1.90998     2.01433   0.0121794
         187     1.94035     2.01393   0.0121207
         188     1.94935     2.01359   0.0120611
         189     1.97329     2.01337   0.0119991
         190     1.95543     2.01307   0.0119398
         191     1.95172     2.01275   0.0118817
         192     1.94974     2.01242   0.0118243
         193     1.93365     2.01201   0.0117701
         194     1.93807     2.01163   0.0117156
         195     1.94018     2.01126   0.0116612
         196     1.94637     2.01093   0.0116064
         197     1.94013     2.01057   0.0115531
         198     1.93008     2.01017   0.0115019
         199     1.97239     2.00998   0.0114456
         200     1.97948     2.00982   0.0113894
