#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         135   -0.381457   -0.396191   0.0035755
         136   -0.399726   -0.396217   0.0035493
         137   -0.404864   -0.396281  0.00352396
         138   -0.394945   -0.396271  0.00349843
         139   -0.378105    -0.39614  0.00347571
         140   -0.366119   -0.395926  0.00345749
         141   -0.358088   -0.395657  0.00344337
         142   -0.400592   -0.395692  0.00341929
         143   -0.383265   -0.395605  0.00339648
         144   -0.400848   -0.395642  0.00337309
         145   -0.404656   -0.395704   0.0033504
         146   -0.400632   -0.395738  0.00332763
         147   -0.408332   -0.395823  0.00330609
         148   -0.409072   -0.395913  0.00328496
         149    -0.43417   -0.396169  0.00327294
         150   -0.417817   -0.396314   0.0032543
         151   -0.404982   -0.396371  0.00323325
         152   -0.380308   -0.396266  0.00321371
         153   -0.408713   -0.396347  0.00319373
         154    -0.41335   -0.396457   0.0031749
         155   -0.397656   -0.396465  0.00315443
         156   -0.389179   -0.396418  0.00313455
         157    -0.34942   -0.396119  0.00312885
         158   -0.346318   -0.395804  0.00312488
         159   -0.352419   -0.395531  0.00311712
         160   -0.322639   -0.395075  0.00313075
         161   -0.319179   -0.394604   0.0031466
         162   -0.339018   -0.394261  0.00314582
         163    -0.35063   -0.393993  0.00313789
         164   -0.364286   -0.393812  0.00312398
         165   -0.370237   -0.393669  0.00310832
         166   -0.374737   -0.393555  0.00309168
         167   -0.424379    -0.39374  0.00307867
         168   -0.473605   -0.394215  0.00309683
         169   -0.435712   -0.394461  0.00308823
         170    -0.43791   -0.394716  0.00308062
         171    -0.49467   -0.395301  0.00311757
         172   -0.491186   -0.395858  0.00314889
         173   -0.462335   -0.396242  0.00315405
         174   -0.491757   -0.396791  0.00318333
         175   -0.530508   -0.397555  0.00325555
         176   -0.507834   -0.398182   0.0032968
         177   -0.482669   -0.398659  0.00331255
         178   -0.488927   -0.399166  0.00333253
         179   -0.485997   -0.399652  0.00334903
         180   -0.484954   -0.400125  0.00336379
         181    -0.46489   -0.400483  0.00336418
         182   -0.429126   -0.400641  0.00334938
         183   -0.425652   -0.400777  0.00333386
         184   -0.430374   -0.400938  0.00331962
         185   -0.387737   -0.400867  0.00330244
         186   -0.375617   -0.400731  0.00328748
         187   -0.414035   -0.400802  0.00327067
         188   -0.401814   -0.400808  0.00325327
         189   -0.352289   -0.400551  0.00324617
         190   -0.319204   -0.400123   0.0032572
         191   -0.312116   -0.399662  0.00327258
         192    -0.31377   -0.399215  0.00328596
         193   -0.340732   -0.398912  0.00328288
         194   -0.334093   -0.398577  0.00328292
         195   -0.326024   -0.398205   0.0032871
         196   -0.355186   -0.397986  0.00327765
         197   -0.371253    -0.39785  0.00326382
         198   -0.375276   -0.397736  0.00324932
         199   -0.378801   -0.397641  0.00323439
         200   -0.377851   -0.397542  0.00321973
